unit,time,treated,Y,Y_resid,gdp_pc_level,trade_open,inv_share,log_pop,log_emp,log_gdp_emp,gdp_pc_growth
Cyprus,1995,0,10.233092435414225,-0.006322087013083788,27808.372834063317,-0.318772822618485,0.325867533683777,-0.42970657248119876,-1.3922709211711242,11.19565678410415,
Cyprus,1996,0,10.225826275675294,0.051637908542920385,27607.045080571945,-0.3426358550786981,0.293995171785355,-0.41415273650572987,-1.3873523666133307,11.199025905782895,-0.007266159738930966
Cyprus,1997,0,10.232919203228109,0.10201222588397485,27803.55594607697,-0.325950801372528,0.289164692163467,-0.39988072981426376,-1.3811818106836724,11.214220284097516,0.007092927552815098
Cyprus,1998,0,10.277750831428762,0.21511873054984143,29078.397729783475,-0.36924222111702,0.239750519394875,-0.38728143767453577,-1.365331537700198,11.255800931454424,0.04483162820065267
Cyprus,1999,0,10.322633062239309,0.26513014297176696,30413.232194238055,-0.342273160815239,0.247087314724922,-0.3762947308083845,-1.3472331397893078,11.29357147122023,0.044882230810546986
Cyprus,2000,0,10.379443420033343,0.3629132053619042,32191.039616673876,-0.322178311645985,0.237954944372177,-0.36585985351580497,-1.3309710490547708,11.34455461557231,0.05681035779403487
Cyprus,2001,0,10.425615703059607,0.4163706658863422,33712.221387958074,-0.338457740843296,0.221522137522697,-0.35481952343927226,-1.3092755537135803,11.380071733333915,0.04617228302626408
Cyprus,2002,0,10.426292354714962,0.2581162892569804,33735.04053780299,-0.3797897845506665,0.257352918386459,-0.3430538479867673,-1.2882851140641987,11.371523620792392,0.0006766516553540214
Cyprus,2003,0,10.409836725861231,0.21637538507479093,33184.45179765991,-0.3961811438202856,0.247100979089737,-0.33151414828023257,-1.2535922042088545,11.331914781789854,-0.01645562885373053
Cyprus,2004,0,10.467353604561493,0.0006061583539214155,35149.075824541884,-0.46870085597038297,0.303338080644608,-0.31748170369030043,-1.2140030016384684,11.363874902509663,0.05751687870026245
Cyprus,2005,0,10.499429195693917,-0.052456608043288,36294.77954393127,-0.46718755364417996,0.325682550668716,-0.30308001463187767,-1.1783166929054774,11.374665873967515,0.03207559113242375
Cyprus,2006,0,10.554219844983177,-0.13502442515163082,38338.88157653819,-0.505752250552178,0.358212649822235,-0.286396232831324,-1.159954248839743,11.427777860991597,0.05479064928925936
Cyprus,2007,0,10.608027623253369,-0.21948374348513688,40458.32145184944,-0.5743132680654519,0.366076916456223,-0.26510551827287604,-1.1166203168128461,11.459542421793339,0.05380777827019223
Cyprus,2008,0,10.679287947871696,-0.32477571703107166,43446.60308918275,-0.6082174554467199,0.411762267351151,-0.23999473839821503,-1.081996383941044,11.521289593414526,0.07126032461832743
Cyprus,2009,0,10.660505681721396,0.1304218515838027,42638.193077960736,-0.4400220513343812,0.324531733989716,-0.21314990456750543,-1.0816825100257506,11.52903828717964,-0.018782266150299876
Cyprus,2010,0,10.65855937780684,0.0688366252081547,42555.28690234204,-0.47109180688858,0.341439217329025,-0.18699727092820403,-1.075506179040739,11.547068285919377,-0.001946303914555969
Cyprus,2011,0,10.585098783822755,0.1730518620184096,39541.21338647825,-0.475692421197891,0.281580299139023,-0.16148299567431784,-1.0727520430230515,11.496367831171488,-0.07346059398408578
Cyprus,2012,0,10.54757276696158,0.3802081064196372,38084.885141704624,-0.39561925828456906,0.252062350511551,-0.14624616961170764,-1.108883868924131,11.510210466274003,-0.03752601686117529
Cyprus,2013,0,10.433063334606247,0.5327695155447376,33964.234878412404,-0.34556119143962805,0.20170234143734,-0.14858121811238975,-1.1664112002837748,11.450893316777632,-0.11450943235533195
Czechia,1995,0,10.109441928671341,-0.09799335686023802,24573.942896082077,-0.02160248160362299,0.243919804692268,2.33331233855334,1.6336620449136987,10.809092222310982,
Czechia,1996,0,10.158427206604838,-0.13648669342073916,25807.674982284603,-0.04396450519561798,0.263281673192978,2.3317679022289806,1.6387775492653152,10.851417559568503,0.04898527793349672
Czechia,1997,0,10.137000943856629,-0.09999124911701607,25260.594828274683,-0.03986382484436002,0.246048286557198,2.3302052211042072,1.6313112148784485,10.835894950082388,-0.021426262748208913
Czechia,1998,0,10.132393842680756,-0.05188742598787144,25144.48438379469,-0.019820719957350963,0.243996039032936,2.3287815498533315,1.6132335715016413,10.847941821032446,-0.004607101175873041
Czechia,1999,0,10.12651844191782,-0.019232784543421033,24997.183610339995,-0.01896443963050798,0.239972665905952,2.3274121355726916,1.591265364527728,10.862665212962783,-0.005875400762935357
Czechia,2000,0,10.14326574339064,-0.01722219075000453,25419.34413807278,-0.020922273397445013,0.24835716187954,2.325989461520094,1.5825709204959353,10.886684284414798,0.016747301472818776
Czechia,2001,0,10.197310209999191,0.04249923091124863,26830.919388080616,-0.019348740577696977,0.245937138795853,2.3255138093703493,1.584141525212723,10.938682494156819,0.054044466608552
Czechia,2002,0,10.204578517899385,0.027103065995358833,27026.645207543985,-0.03187787532806402,0.244210094213486,2.3262496651367512,1.5934197049164704,10.937408478119666,0.00726830790019406
Czechia,2003,0,10.230611545645651,0.043162911158688644,27739.4688333747,-0.034140884876251,0.250937730073929,2.3271715536090323,1.5862855820968775,10.971497517157806,0.026033027746265702
Czechia,2004,0,10.276811928898772,0.05279495157675207,29051.10876143235,-0.03287640213966403,0.26677080988884,2.3283941552931733,1.5850948223794046,11.02011126181254,0.04620038325312059
Czechia,2005,0,10.296494434070812,0.05993318996957697,29628.57167592739,-0.015379786491394043,0.271800458431244,2.3302151431847467,1.6034858045639193,11.02322377269164,0.01968250517204062
Czechia,2006,0,10.350943838650563,0.058606643293002136,31286.55835148382,-0.01740086078643799,0.287047535181046,2.3325892329512317,1.616069185728712,11.067463885873083,0.054449404579751004
Czechia,2007,0,10.440239427208313,0.06471532910487632,34208.84198498618,-0.02050304412841808,0.309758722782135,2.335782219954218,1.6344818806472756,11.141539766515255,0.08929558855775
Czechia,2008,0,10.433955875570218,-0.04224653397350764,33994.56288183065,-0.05192029476165705,0.327301234006882,2.3397163169922,1.6496523005239503,11.124019892038469,-0.00628355163809502
Czechia,2009,0,10.435159383673826,0.14898016936238356,34035.500243019254,-0.030060946941374955,0.276983827352524,2.3438215616080456,1.6296258434125914,11.14935510186928,0.0012035081036074757
Czechia,2010,0,10.441309005896274,0.16890665662147164,34245.45060772446,-0.04012000560760498,0.273079186677933,2.3479441395104725,1.620897817846425,11.16835532756032,0.006149622222448414
Czechia,2011,0,10.48988967582429,0.20590037894902657,35950.190991177085,-0.041512846946717086,0.278290778398514,2.3509476419395945,1.6208364391826193,11.220000878581265,0.04858066992801646
Czechia,2012,0,10.489289100036464,0.19771144591468648,35928.606659062454,-0.03593879938125599,0.281768977642059,2.3520735847046037,1.6262166394630544,11.215146045278013,-0.0006005757878266849
Czechia,2013,0,10.488907383060049,0.22680989484755365,35914.89471716878,-0.033063769340515026,0.269786953926086,2.3524378352844812,1.6306898966437149,11.210655321700816,-0.00038171697641509184
Estonia,1995,0,9.346914149867757,-0.3512922277548558,11463.394491635674,-0.080566316843033,0.141722127795219,0.37347689724177496,-0.45201427083912504,10.172405317948657,
Estonia,1996,0,9.410124911011433,-0.3345983051271535,12211.396218923628,-0.09092247486114502,0.158828273415566,0.36092161405739964,-0.4724231646800733,10.243469689748904,0.06321076114367585
Estonia,1997,0,9.490566879494619,-0.38999919116354675,13234.295451323816,-0.11604285240173307,0.191949009895325,0.3517098381760101,-0.46759307337894174,10.30986979104957,0.08044196848318563
Estonia,1998,0,9.530566473357515,-0.3612967756235399,13774.391700290462,-0.10365748405456598,0.207423284649849,0.3444425321184703,-0.48455786361764164,10.359566869093626,0.03999959386289653
Estonia,1999,0,9.547180491646516,-0.1404230620228617,14005.151310169438,-0.056829631328582986,0.169892966747284,0.33902469062289364,-0.5255863005903203,10.41179148285973,0.01661401828900111
Estonia,2000,0,9.625132768175815,-0.08526118728541832,15140.56384203044,-0.041735559701919,0.18983893096447,0.33432493281367864,-0.5376065331948137,10.497064234184307,0.07795227652929881
Estonia,2001,0,9.68029485852043,-0.11296873141312602,15999.213736095913,-0.05530270934105003,0.209317728877068,0.3279870533435203,-0.5321665360769797,10.54044844794093,0.05516209034461461
Estonia,2002,0,9.752737727838328,-0.14248577124135053,17201.256764544905,-0.08690312504768394,0.229964569211006,0.321673995043888,-0.5320216275857266,10.606433350467944,0.07244286931789823
Estonia,2003,0,9.8135839155678,-0.27163024593999197,18280.385173888466,-0.117925465106964,0.274313002824783,0.31543098540418324,-0.5110635342017326,10.640078435173717,0.06084618772947259
Estonia,2004,0,9.89980952224895,-0.2780963569207824,19926.574507623234,-0.14438045024871793,0.295894354581833,0.30945041352490565,-0.514552146756577,10.723812082530431,0.08622560668114865
Estonia,2005,0,9.986441332295986,-0.21418971377261364,21729.831789709988,-0.108123898506164,0.308576166629791,0.30368927091756914,-0.4924220729560848,10.78255267616964,0.08663181004703624
Estonia,2006,0,10.098139235230308,-0.4232606647213739,24297.75492712788,-0.163623929023742,0.377875208854675,0.2977908066000688,-0.4445914143447808,10.840521456175157,0.11169790293432236
Estonia,2007,0,10.23228041837444,-0.3465434209388487,27785.801127018993,-0.161449313163758,0.397292971611023,0.29319559501351644,-0.4415218365638087,10.966997849951765,0.13414118314413237
Estonia,2008,0,10.240748444329785,-0.17647769544495517,28022.09105479577,-0.14671039581298895,0.341865539550781,0.2904836443817413,-0.4429034936012356,10.974135582312764,0.008468025955345126
Estonia,2009,0,10.1366825156923,0.3030944486807492,25252.55242396563,-0.024058341979980025,0.230675160884857,0.28857767128339423,-0.5503832075805181,10.975643394556212,-0.10406592863748543
Estonia,2010,0,10.179318342016952,0.3923428622978449,26352.49778342827,-0.020982205867768,0.238830372691154,0.2862670718103984,-0.6015918514093782,11.067177265236728,0.042635826324652015
Estonia,2011,0,10.330325739494063,0.3048153490690435,30648.093571967773,-0.048422217369078924,0.283979177474976,0.28319050042753985,-0.5385185516576485,11.15203479157925,0.15100739747711067
Estonia,2012,0,10.385040861230625,0.18109393757247716,32371.732304576686,-0.08729565143585205,0.323808193206787,0.2796115935691929,-0.5225675227581847,11.187219977558003,0.05471512173656201
Estonia,2013,0,10.391925923428568,0.26538958350766606,32595.382735016337,-0.06742674112319991,0.29581817984581,0.27605397743911636,-0.5099571242457995,11.177937025113483,0.00688506219794327
Hungary,1995,0,9.705914391105457,0.04882274446415025,16414.401867499364,-0.018262401223182984,0.169947817921639,2.334353878606875,1.3635128220701265,10.676755447642206,
Hungary,1996,0,9.736618340054868,0.07417126550476283,16926.205818446193,-0.01714655756950395,0.17265622317791,2.332360861987864,1.3614289203588772,10.707550281683854,0.03070394894941053
Hungary,1997,0,9.767667740685184,0.06736296271585651,17459.998451151238,-0.022854626178740955,0.178269699215889,2.33006425856134,1.3715174927468372,10.726214506499687,0.031049400630315915
Hungary,1998,0,9.794362120470536,0.0116124412520211,17932.358916072302,-0.03710195422172602,0.19733914732933,2.327445203750938,1.3802788250466997,10.741528499174773,0.026694379785352496
Hungary,1999,0,9.826489043585243,0.031753284202677534,18517.824683095434,-0.046847909688949974,0.186129510402679,2.324326623715281,1.3994060441579865,10.751409623142537,0.03212692311470633
Hungary,2000,0,9.86777773983177,0.032988094335113516,19298.40520921241,-0.04771170020103399,0.196587815880775,2.3214657267573338,1.4057072430194666,10.783536223569635,0.04128869624652687
Hungary,2001,0,9.969057335926706,0.10761663212419847,21355.344942650954,-0.048186212778091986,0.204393342137337,2.3191166900245896,1.4078879454687945,10.880286080482502,0.10127959609493686
Hungary,2002,0,10.022071051821309,0.16399521483431734,22518.0176419194,-0.05820515751838701,0.197466284036636,2.316336704667471,1.4067369888805776,10.931670767608203,0.05301371589460224
Hungary,2003,0,10.024088113019417,0.09137537107308802,22563.48370005905,-0.07926157116889998,0.204776808619499,2.313422456060365,1.4260633646110183,10.911447204468763,0.002017061198108294
Hungary,2004,0,10.04643126200408,-0.03908820018783565,23073.29718858937,-0.11425709724426303,0.249966636300087,2.3111276016472506,1.416644117758431,10.940914745892899,0.02234314898466394
Hungary,2005,0,10.05651906563479,0.02326433260566141,23307.234050448125,-0.09091931581497203,0.243939787149429,2.309134200695362,1.4095332855507543,10.956119980779397,0.010087803630709047
Hungary,2006,0,10.102284950614262,0.05059694289068162,24398.69559459193,-0.08461290597915605,0.248918995261192,2.30756696284721,1.4184193211903784,10.991432592271092,0.045765884979472204
Hungary,2007,0,10.136622721846306,0.10321979118353575,25251.04252187694,-0.0797641873359679,0.246530592441559,2.3059874982431396,1.412420039948538,11.030190180140908,0.03433777123204429
Hungary,2008,0,10.178587174201517,0.10780948334843288,26333.236727582866,-0.09606426954269398,0.262123286724091,2.304249407254405,1.3923754156901649,11.090461165765758,0.04196445235521118
Hungary,2009,0,10.189321975067156,0.311181785660791,26617.441491562462,-0.048359155654907005,0.220129624009132,2.302722883500498,1.3736913866795146,11.118353471888138,0.01073480086563805
Hungary,2010,0,10.225649140445958,0.37847788802905313,27602.15533339633,-0.03896391391754206,0.215822204947472,2.3004958119656296,1.3656319428177117,11.160513009593876,0.036327165378802206
Hungary,2011,0,10.25235322206144,0.3808296253990786,28349.175392864912,-0.04648602008819602,0.220638632774353,2.297238425004812,1.3642769517084672,11.185314695357786,0.026704081615482878
Hungary,2012,0,10.252528314701312,0.33098900209975923,28354.139559404448,-0.05119103193283103,0.230033785104752,2.2942124399524895,1.3764329457147948,11.170307808939008,0.00017509263987136592
Hungary,2013,0,10.265059440761334,0.274748486914552,28711.684397532455,-0.05319923162460294,0.246043786406517,2.291458016046692,1.3926545310951792,11.163862925712847,0.012531126060022046
Latvia,1995,0,9.182641427780055,-0.18947328158708032,9726.811540331277,-0.047588557004929005,0.0941603481769562,0.9106544779947396,-0.07014790569505389,10.16344381146985,
Latvia,1996,0,9.180360990135654,-0.31889953897561796,9704.655425555504,-0.08111973106861098,0.11855486035347,0.8993093610885584,-0.06478542610746858,10.14445577733168,-0.002280437644401445
Latvia,1997,0,9.241958090545543,-0.3557850546379271,10321.228684720028,-0.10122701525688199,0.120183728635311,0.8892200038073876,-0.02163318802110094,10.152811282374032,0.061597100409889194
Latvia,1998,0,9.33348867728595,-0.4056073442428527,11310.52149549064,-0.13002648949623102,0.157682731747627,0.8797134657341303,-0.02519552506996146,10.238397668090043,0.09153058674040793
Latvia,1999,0,9.400878262231075,-0.2804313415012665,12099.002161965633,-0.11160080134868602,0.149690330028534,0.8716372398663974,-0.04313337262377669,10.31564887472125,0.06738958494512381
Latvia,2000,0,9.440762399213575,-0.24762358545498664,12591.312855131478,-0.11375989019870797,0.164072945713997,0.8621778873409319,-0.07743321661167442,10.380373503166181,0.039884136982500706
Latvia,2001,0,9.509519824277294,-0.3146946640969688,13487.516383423264,-0.12555551528930697,0.196411669254303,0.8494245972782404,-0.061354001566400154,10.420298423121935,0.06875742506371907
Latvia,2002,0,9.591174524607712,-0.2989640206817903,14635.048668505993,-0.15380056202411602,0.195156708359718,0.8378322020613284,-0.04678351423077179,10.475790240899814,0.081654700330418
Latvia,2003,0,9.621104390040006,-0.41800572316478757,15079.694610141441,-0.183122724294662,0.230331942439079,0.8281080509940558,-0.04057561927162838,10.48978806030569,0.029929865432293923
Latvia,2004,0,9.685957178018644,-0.5236456865753834,16090.063363063085,-0.21188151836395297,0.275317698717117,0.8172100125114078,-0.03800804598331282,10.541175236513363,0.06485278797863714
Latvia,2005,0,9.765973213933917,-0.5952814538189681,17430.437070047825,-0.24003285169601402,0.310285270214081,0.8063794326459864,-0.029224526724588647,10.601577173304491,0.08001603591527306
Latvia,2006,0,9.876539629068969,-0.77466865542468,19468.238642457614,-0.30461573600769104,0.357768177986145,0.7970710647567965,0.026462530294794475,10.64714816353097,0.11056641513505205
Latvia,2007,0,10.023569943170196,-0.7833424357909582,22551.79501173677,-0.342509210109711,0.376519680023193,0.7888100254433574,0.06363627360745651,10.748743695006096,0.1470303141012277
Latvia,2008,0,10.060662767202091,-0.653884143748872,23404.012645043353,-0.31038898229599005,0.356012493371964,0.7782743251648185,0.0552481888732022,10.783688903493706,0.03709282403189462
Latvia,2009,0,9.94976291130683,-0.04301795721741897,20947.255435581825,-0.14460813999175998,0.229708775877953,0.7617600465206084,-0.09956163058441356,10.811084588411852,-0.1108998558952603
Latvia,2010,0,9.975633095446023,0.07892494447175125,21496.235278246917,-0.156804829835892,0.211434721946716,0.7409039538220147,-0.1682744484083682,10.884811497676406,0.025870184139192176
Latvia,2011,0,10.059247438336469,-0.10010126746545112,23370.91170026229,-0.206788271665573,0.271630853414536,0.7226773416146357,-0.15304054383270238,10.934965323783807,0.08361434289044567
Latvia,2012,0,10.122967399016611,-0.08557855381281954,24908.574958604328,-0.19966629147529596,0.281017482280731,0.7103154586502832,-0.13870611193981905,10.971988969606713,0.0637199606801424
Latvia,2013,0,10.14059557531139,-0.04398405000134531,25351.56075354817,-0.20185664296150208,0.254510641098022,0.6996311143552011,-0.1163241665062692,10.95655085617286,0.017628176294779863
Lithuania,1995,0,9.234083665547754,-0.3315752511961314,10240.27409727993,-0.055284827947616993,0.0950074568390846,1.288416337224101,0.4240613392711751,10.09843866350068,
Lithuania,1996,0,9.304795460165714,-0.3506403372926705,10990.598012590455,-0.071474969387055,0.113302625715733,1.2808535644618533,0.43344877143803695,10.15220025318953,0.07071179461796007
Lithuania,1997,0,9.389513602093096,-0.38758856432595934,11962.279489277606,-0.08984681963920599,0.14453113079071,1.2735200421234856,0.4395462946969792,10.223487349519603,0.08471814192738236
Lithuania,1998,0,9.460280857612885,-0.37698108335748337,12839.490010065474,-0.10489216446876504,0.160787582397461,1.2663195189595828,0.4317472475185281,10.29485312905394,0.07076725551978846
Lithuania,1999,0,9.489977972001586,-0.20851515184508784,13226.503970023568,-0.07040722668170898,0.13218492269516,1.2592847979140174,0.409536547790437,10.339726222125167,0.029697114388701706
Lithuania,2000,0,9.552447935119948,-0.01564496641678126,14079.117287814372,-0.032714813947678,0.118678949773312,1.2528778190426484,0.367315414175701,10.438010339986896,0.06246996311836206
Lithuania,2001,0,9.630032368163018,0.06327674550076878,15214.928578400715,-0.03415811061859103,0.132479771971703,1.2450199255032834,0.3299284042185238,10.54512388944778,0.07758443304306972
Lithuania,2002,0,9.699815043389362,0.006579379991135781,16314.589427781246,-0.06966903805732699,0.142245605587959,1.236648104462422,0.36485894851493117,10.571604199336853,0.06978267522634418
Lithuania,2003,0,9.784824223412267,0.007484832450590062,17762.13500226043,-0.07200449705123901,0.15817828476429,1.2282588952731899,0.3873810454621374,10.62570207322332,0.08500918002290447
